Gene name	Human gene name	Human homology type	Human gene stable ID	Human orthology confidence [0 low, 1 high]	%id. target Human gene identical to query gene
Ppp1r3d	PPP1R3D	ortholog_one2one	ENSG00000132825	1	86.3799
Klk5	KLK5	ortholog_one2one	ENSG00000167754	1	69.6246
Gm47208					
Gm19238					
Gm54582					
Gm6750					
Gm13998					
Ppp1r3f	PPP1R3F	ortholog_one2one	ENSG00000049769	1	82.125
Fam217b	FAM217B	ortholog_one2one	ENSG00000196227	1	62.7907
Gm45173					
Gm47207					
Cyp2a5	CYP2A13	ortholog_many2many	ENSG00000197838	0	88.4615
Cyp2a5	CYP2A7	ortholog_many2many	ENSG00000198077	0	83.6032
Cyp2a5	CYP2A6	ortholog_many2many	ENSG00000255974	0	85.2227
Gm47206					
Dock9	DOCK9	ortholog_one2one	ENSG00000088387	1	95.2586
Gm17807					
Gm48119					
Pik3cd	PIK3CD	ortholog_one2one	ENSG00000171608	1	94.3649
Mir153					
Tdp1	TDP1	ortholog_one2one	ENSG00000042088	1	81.2808
Cdh26	CDH26	ortholog_one2one	ENSG00000124215	1	66.055
Ndst3	NDST3	ortholog_one2one	ENSG00000164100	1	93.4708
Tubgcp6	TUBGCP6	ortholog_one2one	ENSG00000128159	1	75.749
Lgi1	LGI1	ortholog_one2one	ENSG00000108231	1	96.9479
Gm45253					
E330037G11Rik					
Gm45245					
Gm25014	RNU6-701P	ortholog_one2one	ENSG00000206786	0	77.6699
9530085L11Rik					
Tmco3	TMCO3	ortholog_one2one	ENSG00000150403	1	89.3805
Ralbp1	RALBP1	ortholog_one2one	ENSG00000017797	1	92.5926
Gm36995					
Syk	SYK	ortholog_one2one	ENSG00000165025	1	92.3688
Flicr					
Ppp4r3b	PPP4R3B	ortholog_one2one	ENSG00000275052	1	96.3415
Klk4	KLK4	ortholog_one2one	ENSG00000167749	1	69.0196
Armcx3	ARMCX3	ortholog_one2one	ENSG00000102401	1	96.5699
Gm25390	RNU6-374P	ortholog_one2one	ENSG00000201016	0	82.5243
Ikbip	IKBIP	ortholog_one2one	ENSG00000166130	1	78.0161
Gm48147					
Gm14314					
Gm14293					
Kcnk13	KCNK13	ortholog_one2one	ENSG00000152315	1	85.1852
Tpx2	TPX2	ortholog_one2one	ENSG00000088325	1	79.7315
Obox3-ps1					
Obox4-ps4					
Gtpbp4-ps1					
Ranbp2-ps2					
Mtmr10	MTMR10	ortholog_one2one	ENSG00000166912	1	92.8664
Slc25a3	SLC25A3	ortholog_one2one	ENSG00000075415	1	89.1061
Acsl1	ACSL1	ortholog_one2one	ENSG00000151726	1	84.6924
Gm23205	RNU6-219P	ortholog_one2one	ENSG00000201598	0	69.9029
Gnpda1	GNPDA1	ortholog_one2one	ENSG00000113552	1	96.1938
Gm54700					
Psmc1	PSMC1	ortholog_one2one	ENSG00000100764	1	100
Mir7093					
Rps6ka3	RPS6KA3	ortholog_one2one	ENSG00000177189	1	99.8649
Drosha	DROSHA	ortholog_one2one	ENSG00000113360	1	95.7028
Gm8326					
Npl	NPL	ortholog_one2one	ENSG00000135838	1	85.625
Gm54689					
Gm50141					
Gm4949					
Gm42723					
Ndfip1	NDFIP1	ortholog_one2one	ENSG00000131507	1	97.2851
Gm50150					
Gm50155					
Twsg1	TWSG1	ortholog_one2one	ENSG00000128791	1	93.2432
Slc35g1	SLC35G1	ortholog_one2one	ENSG00000176273	1	78.5326
Shld3	SHLD3	ortholog_one2one	ENSG00000253251	1	72.549
Serpinb9b	SERPINB9	ortholog_one2many	ENSG00000170542	0	65.7825
Nrde2	NRDE2	ortholog_one2one	ENSG00000119720	1	80.1195
Gm54777					
Plce1	PLCE1	ortholog_one2one	ENSG00000138193	1	84.9739
Obox4-ps36					
Gm44236					
Gm6652					
Api5-ps					
Obox4-ps37					
Gm26056					
Bcat1	BCAT1	ortholog_one2one	ENSG00000060982	1	84.9741
Obox3-ps2					
Dnah7c	DNAH7	ortholog_one2many	ENSG00000118997	0	88.668
Obox4-ps5					
Klk15	KLK15	ortholog_one2one	ENSG00000174562	1	75.9843
Serpinb1b	SERPINB1	ortholog_one2many	ENSG00000021355	0	75.6544
Gm24119	SNORA53	ortholog_one2one	ENSG00000212443	1	89.0244
Ormdl3	ORMDL3	ortholog_one2one	ENSG00000172057	1	96.732
Ankrd12	ANKRD12	ortholog_one2one	ENSG00000101745	1	82.1656
Nxpe3	NXPE3	ortholog_one2one	ENSG00000144815	1	88.551
Usp15	USP15	ortholog_one2one	ENSG00000135655	1	97.6555
Gtpbp4-ps2					
Ranbp2-ps3					
Obox4-ps38					
Obox4-ps39					
Ranbp2-ps4					
Cyp2a22	CYP2A13	ortholog_many2many	ENSG00000197838	0	73.1707
Cyp2a22	CYP2A7	ortholog_many2many	ENSG00000198077	0	70.7317
Cyp2a22	CYP2A6	ortholog_many2many	ENSG00000255974	0	70.5285
Lrrc3c	LRRC3C	ortholog_one2one	ENSG00000204913	1	84.3137
Srsf3-ps					
Cfap36	CFAP36	ortholog_one2one	ENSG00000163001	1	90.6706
Gm11384					
Gm17809					
Gm11383					
Serpinb9c	SERPINB9	ortholog_one2many	ENSG00000170542	1	60.9819
Cep97	CEP97	ortholog_one2one	ENSG00000182504	1	77.3364
Gm48296					
Gm50344					
Gm50349					
Obox4-ps6					
Nr3c1	NR3C1	ortholog_one2one	ENSG00000113580	1	88.3985
Gm24701	RNU6-142P	ortholog_one2many	ENSG00000206746	0	86.6667
Obox3-ps3					
Rapgef5	RAPGEF5	ortholog_one2one	ENSG00000136237	1	91.8919
Obox4-ps7					
Gm44945					
Gtpbp4-ps3					
Ranbp2-ps5					
Obox4-ps8					
Obox4-ps9					
Cyp2a12	CYP2A13	ortholog_many2many	ENSG00000197838	1	73.5772
Cyp2a12	CYP2A7	ortholog_many2many	ENSG00000198077	0	71.1382
Cyp2a12	CYP2A6	ortholog_many2many	ENSG00000255974	1	70.7317
Slc39a10	SLC39A10	ortholog_one2one	ENSG00000196950	1	87.1549
Obox3-ps4					
Serpinb9d	SERPINB9	ortholog_one2many	ENSG00000170542	0	64.191
Fan1	FAN1	ortholog_one2one	ENSG00000198690	1	71.9608
Gsdma3	GSDMA	ortholog_one2many	ENSG00000167914	1	73.4914
Gm11385					
Gm42510					
Gm47788					
Serpinb9e	SERPINB9	ortholog_one2many	ENSG00000170542	0	63.13
Gm24456					
Gm15400					
Gm15399					
Gm9372					
Gm42824					
Tram1l1	TRAM1L1	ortholog_one2one	ENSG00000174599	1	75.7576
Gm14294					
Mir5622					
Mylk2	MYLK2	ortholog_one2one	ENSG00000101306	1	80.5873
Gm42825					
Gm28151					
Gm54722					
Gm9381					
Gm37393					
Trim23	TRIM23	ortholog_one2one	ENSG00000113595	1	97.7352
Gm28527					
Gm42826					
Gm49925					
Gm28825					
Gm28826					
Ndufv2	NDUFV2	ortholog_one2one	ENSG00000178127	1	91.9355
Gm4852					
Gm38090					
Mir6350					
Trim2	TRIM2	ortholog_one2one	ENSG00000109654	1	99.1936
Gm18117					
Armcx2	ARMCX2	ortholog_one2one	ENSG00000184867	1	62.7551
Gm45244					
Gm12085					
Gm23109					
Gm12086					
Gm12087					
Gm37196					
Tfdp1	TFDP1	ortholog_one2one	ENSG00000198176	1	94.8781
Klk1b8	KLK1	ortholog_one2many	ENSG00000167748	1	59.0038
Gm8337					
Gsdma2	GSDMA	ortholog_one2many	ENSG00000167914	1	76.5237
Gm54870					
Npat	NPAT	ortholog_one2one	ENSG00000149308	1	74.9296
Gm54871	7SK	ortholog_one2one	ENSG00000274303	0	44.8148
Gm19206					
Gm5974					
Gm23240					
Gm28830					
Gm8354					
Gm50398					
Pabpc2	PABPC1	ortholog_many2many	ENSG00000070756	0	81.3694
Pabpc2	PABPC3	ortholog_many2many	ENSG00000151846	0	75.1592
Gm19124					
Foxs1	FOXS1	ortholog_one2one	ENSG00000179772	1	75.3799
Gm50395					
Gm50396					
Yipf5	YIPF5	ortholog_one2one	ENSG00000145817	1	92.607
Obox4-ps10					
Gm8357					
Gtpbp4-ps4					
Cdh4	CDH4	ortholog_one2one	ENSG00000179242	1	92.7711
Gm54872					
Ranbp2-ps6					
Gm28740					
Klk1b2-ps					
Obox4-ps11					
Obox4-ps12					
Obox4-ps13					
Obox4-ps14					
Cspp1	CSPP1	ortholog_one2one	ENSG00000104218	1	79.198
Obox4-ps15					
Kctd16	KCTD16	ortholog_one2one	ENSG00000183775	1	96.4871
Obox4-ps16					
Klk1b1	KLK1	ortholog_one2many	ENSG00000167748	1	62.069
Gm54568					
Gm49100					
Gm54569					
Cdh6	CDH6	ortholog_one2one	ENSG00000113361	1	97.0886
Gm50403					
Chek1	CHEK1	ortholog_one2one	ENSG00000149554	1	93.0672
Gm31019					
Kctd16					
Gm54708	RN7SKP67	ortholog_one2one	ENSG00000251714	0	34.4262
Gm50407					
Gm54709					
Gm54710	MIR544A	ortholog_one2many	ENSG00000207587	0	49.4506
Obox4-ps17					
Gm50408					
Gm45198					
Gm50409					
Mphosph10	MPHOSPH10	ortholog_one2one	ENSG00000124383	1	82.0852
Gm18530					
Prelid2	PRELID2	ortholog_one2one	ENSG00000186314	1	88.7006
Slain2	SLAIN2	ortholog_one2one	ENSG00000109171	1	94.148
Gm23264					
Gm49927					
Washc1	WASHC1	ortholog_one2many	ENSG00000181404	0	82.1053
Washc1	WASH6P	ortholog_one2many	ENSG00000182484	1	75.7895
Gsdma	GSDMA	ortholog_one2many	ENSG00000167914	1	88.3408
Gm8238					
Gm4940					
Gm49112					
Gm18371					
Gm18714					
Gm49114					
Grxcr2	GRXCR2	ortholog_one2one	ENSG00000204928	1	79.1339
Obox4-ps18					
Gm49115					
Gm14300					
Obox4-ps19					
Hdac10	HDAC10	ortholog_one2one	ENSG00000100429	1	75.6757
Dusp15	DUSP15	ortholog_one2one	ENSG00000149599	1	89.3617
Obox4-ps20					
Gm7222					
Obox4-ps21					
Obox4-ps22					
Slc41a3	SLC41A3	ortholog_one2one	ENSG00000114544	1	75.8197
Obox4-ps23					
Sh3rf2	SH3RF2	ortholog_one2one	ENSG00000156463	1	80.5442
Eif1ax	EIF1AX	ortholog_one2one	ENSG00000173674	1	100
Klk1b9	KLK1	ortholog_one2many	ENSG00000167748	1	60.1533
Psmd3	PSMD3	ortholog_one2one	ENSG00000108344	1	97.9245
Serpinb9f	SERPINB9	ortholog_one2many	ENSG00000170542	0	62.8647
Mrip-ps					
Mcee	MCEE	ortholog_one2one	ENSG00000124370	1	78.6517
Serpinb9h	SERPINB9	ortholog_one2many	ENSG00000170542	0	62.3342
Gm45135					
Ppwd1	PPWD1	ortholog_one2one	ENSG00000113593	1	97.2136
Obox3-ps5					
Obox4-ps24					
Klk1b10-ps					
Ddx11	DDX11	ortholog_one2one	ENSG00000013573	1	78.9183
Klk1b11	KLK1	ortholog_one2many	ENSG00000167748	1	62.069
Taf4	TAF4	ortholog_one2one	ENSG00000130699	1	86.0844
Gm23995					
Gm10135					
Gm55032	RNU6-973P	ortholog_many2many	ENSG00000201560	0	76.7442
Gm55032	RNU6-1273P	ortholog_many2many	ENSG00000199903	0	79.0698
Gm55032	RNU6-1229P	ortholog_many2many	ENSG00000201165	0	77.907
Gm55032	RNU6-1079P	ortholog_many2many	ENSG00000199731	0	77.907
Gm55032	RNU6-621P	ortholog_many2many	ENSG00000201622	0	81.3953
Gm55032	RNU6-629P	ortholog_many2many	ENSG00000206788	0	83.7209
Gm55032	RNU6-1126P	ortholog_many2many	ENSG00000206729	0	77.907
Gm55032	RNU6-276P	ortholog_many2many	ENSG00000251923	0	60.4651
Gm55032	RNU6-669P	ortholog_many2many	ENSG00000202445	0	79.0698
Gm55032	RNU6-412P	ortholog_many2many	ENSG00000252243	0	76.7442
Gm55032	RNU6-1155P	ortholog_many2many	ENSG00000200424	0	74.4186
Gm8900					
Slc10a4	SLC10A4	ortholog_one2many	ENSG00000145248	1	86.9565
Rpl24	RPL24	ortholog_one2one	ENSG00000114391	1	100
Gm54711					
A930023M06Rik					
Gm12356					
Gm18955					
Csf3	CSF3	ortholog_one2one	ENSG00000108342	1	72.1154
Gm45195					
Gm15187					
Klk1b12-ps					
Cdca7l	CDCA7L	ortholog_one2one	ENSG00000164649	1	79.6804
Map7d2	MAP7D2	ortholog_one2one	ENSG00000184368	1	69.7823
Gm42668					
Klk1b26	KLK1	ortholog_one2many	ENSG00000167748	1	59.387
Lrrc8d	LRRC8D	ortholog_one2one	ENSG00000171492	1	95.9255
Cast	CAST	ortholog_one2one	ENSG00000310517	1	68.2493
Cstdc7					
Plac8l1	PLAC8L1	ortholog_one2one	ENSG00000173261	1	77.9661
Iqsec1	IQSEC1	ortholog_one2one	ENSG00000144711	1	93.6306
Ccdc88a	CCDC88A	ortholog_one2one	ENSG00000115355	1	94.7425
Gm28037					
Gm18086					
Zbtb11	ZBTB11	ortholog_one2one	ENSG00000066422	1	89.4286
Gm5504					
Lars1	LARS1	ortholog_one2one	ENSG00000133706	1	89.8981
Klk1b18-ps					
Atp4b	ATP4B	ortholog_one2one	ENSG00000186009	1	82.6531
Klk1b28-ps					
Gm45196					
Klk1b19-ps					
Klk1b27	KLK1	ortholog_one2many	ENSG00000167748	1	58.1749
Gm45197					
Apba2	APBA2	ortholog_one2one	ENSG00000034053	1	92.4
Med15	MED15	ortholog_one2one	ENSG00000099917	1	91.3815
Gm8717					
Gm45410					
Gm28991					
Grk1	GRK1	ortholog_one2one	ENSG00000185974	1	85.8156
Noc3l	NOC3L	ortholog_one2one	ENSG00000173145	1	89.4672
Gm14299					
Lsm14b	LSM14B	ortholog_one2one	ENSG00000149657	1	94.5455
Gm20613					
Calm1	CALM1	ortholog_one2one	ENSG00000198668	1	100
Rps15a-ps5					
Lrrc8dos					
Gm10359					
Gm43818					
Zfp326	ZNF326	ortholog_one2one	ENSG00000162664	1	85.8621
Gm47726					
Gm55025					
Tafa2	TAFA2	ortholog_one2one	ENSG00000198673	1	96.9466
Tbc1d12	TBC1D12	ortholog_one2one	ENSG00000108239	1	85.2436
Tmem255b	TMEM255B	ortholog_one2one	ENSG00000184497	1	77.7439
Psma7	PSMA7	ortholog_one2one	ENSG00000101182	1	98.7903
Gm9630					
Gm22958					
Gm54576					
Gm47801					
Gm49118					
Gm19169					
Gm49119					
Gm18510					
Gm45026					
Gm25550					
Gm47837					
Gm49122					
Gm55029	RN7SKP287	ortholog_one2one	ENSG00000252355	0	50.5792
Gm29753					
Gm47839					
Gm45082					
Gm6479					
Gm44721					
Gm47840					
Gm2611					
Acat1	ACAT1	ortholog_one2one	ENSG00000075239	1	84.6698
Klk1b15-ps					
Slc16a7	SLC16A7	ortholog_one2one	ENSG00000118596	1	72.314
Ndrg1	NDRG1	ortholog_one2one	ENSG00000104419	1	93.6548
Gm45125					
Klk1b21	KLK1	ortholog_one2many	ENSG00000167748	1	59.387
Gm49930					
Gm49931					
Gm17891					
Gm54784					
Gm49933					
Hells	HELLS	ortholog_one2one	ENSG00000119969	1	91.352
Mtcl1	MTCL1	ortholog_one2one	ENSG00000168502	1	83.0334
Gm45127					
Klk1b22	KLK1	ortholog_one2many	ENSG00000167748	1	60.6178
Cenpu	CENPU	ortholog_one2one	ENSG00000151725	1	56.5854
Gm45126					
Gm54787					
Gm45122					
Gm44123					
Klk1b23-ps					
Gm44105					
Ss18l1	SS18L1	ortholog_one2one	ENSG00000184402	1	89.801
Rpl21-ps12					
Entrep2	ENTREP2	ortholog_one2one	ENSG00000104059	1	80.7767
Gm25185					
Ppp1r2-ps2					
Irag2	IRAG2	ortholog_one2one	ENSG00000118308	1	64.9351
Gm40557					
Nin	NIN	ortholog_one2one	ENSG00000100503	1	78.8452
Rps19-ps4					
Gm43817					
Rbm27	RBM27	ortholog_one2one	ENSG00000091009	1	95.283
Impg1	IMPG1	ortholog_one2one	ENSG00000112706	1	66.2907
Gm19566					
Gm25672					
Gm5987					
Gm38433					
Gm42915					
Smurf1	SMURF1	ortholog_one2one	ENSG00000198742	1	95.2444
2810430I11Rik					
Mtg2	MTG2	ortholog_one2one	ENSG00000101181	1	80.4938
Nsmce3					
Gm54697					
Bclaf3	BCLAF3	ortholog_one2one	ENSG00000173681	1	60.2394
Gm55182					
Klk1b16	KLK1	ortholog_one2many	ENSG00000167748	1	56.705
Gm47862					
Gm9102					
Lrig3	LRIG3	ortholog_one2one	ENSG00000139263	1	86.1235
Gm17908					
Gm45136					
Gm17918					
Klk1b24	KLK1	ortholog_one2many	ENSG00000167748	1	58.9354
Gm44779					
Klk1b3	KLK1	ortholog_one2many	ENSG00000167748	1	63.6015
Ttll9	TTLL9	ortholog_one2one	ENSG00000131044	1	82.2126
Gm44605					
Klk1b4	KLK1	ortholog_one2many	ENSG00000167748	1	61.7188
Mir7023					
Gm15190					
Mecr	MECR	ortholog_one2one	ENSG00000116353	1	81.7694
Gm15186					
Gm45134					
Arhgap36	ARHGAP36	ortholog_one2one	ENSG00000147256	1	81.0507
Prorsd1					
Klk1b5	KLK1	ortholog_one2many	ENSG00000167748	1	63.6015
Cyp2c55	CYP2C18	ortholog_one2one	ENSG00000108242	1	76.1225
Gm55037					
Klk1	KLK1	ortholog_one2many	ENSG00000167748	1	65.1341
Tmpo	TMPO	ortholog_one2one	ENSG00000120802	0	33.6219
Gm54789					
Cyp2c65					
Gm18292					
Gm48387					
Gm39380					
Gm27225					
Gm26713					
Itgb4	ITGB4	ortholog_one2one	ENSG00000132470	1	88.2838
Gm8151					
Htr1b	HTR1B	ortholog_one2one	ENSG00000135312	1	93.0052
1700028J19Rik					
Gm26907					
Gas6	GAS6	ortholog_one2one	ENSG00000183087	1	81.3056
Mei4	MEI4	ortholog_one2one	ENSG00000269964	1	70.9512
Cyp2c66					
Gm6525	RPL36AL	ortholog_one2one	ENSG00000165502	0	94.3396
Ndst4	NDST4	ortholog_one2one	ENSG00000138653	1	95.8716
Gm36864					
Gm55192					
Cyp2c29					
Arnt2	ARNT2	ortholog_one2one	ENSG00000172379	1	97.7528
Gm5608					
Pkd1l3	PKD1L3	ortholog_one2one	ENSG00000277481	0	45.5248
Gm48292					
Srsf4	SRSF4	ortholog_one2one	ENSG00000116350	1	89.4094
Gm37837					
Gm19228					
Gm15896					
Gm54717					
Pou4f3	POU4F3	ortholog_one2one	ENSG00000091010	1	99.1124
Gm4705					
Themis3					
Gm15037					
Stt3a	STT3A	ortholog_one2one	ENSG00000134910	1	99.4326
Gm14719					
Or11q2					
Gm16415					
Or5o1					
Gm3631					
Tcerg1	TCERG1	ortholog_one2one	ENSG00000113649	1	97.3636
Gm46576					
Ptprm	PTPRM	ortholog_one2one	ENSG00000173482	1	95.895
Gm43910					
Slc25a13	SLC25A13	ortholog_one2one	ENSG00000004864	1	95.4142
Foxp3	FOXP3	ortholog_one2one	ENSG00000049768	1	86.7133
Ugt8a	UGT8	ortholog_one2one	ENSG00000174607	1	93.1608
Cyp2c72-ps					
Cyp2c38					
Mir7039					
Barhl2	BARHL2	ortholog_one2one	ENSG00000143032	1	93.2292
Gm54735					
Gm17035					
Fhdc1	FHDC1	ortholog_one2one	ENSG00000137460	1	72.5849
Gm18335					
Mapk12	MAPK12	ortholog_one2one	ENSG00000188130	1	92.6431
Gm49684					
Rpl26-ps4					
Gm26872					
Gm49683					
Gm28039					
Gm6048					
A930004J17Rik					
Gm12978					
Bod1-ps					
Gm50475					
Gm29464					
Pcnp					
Tmem200b	TMEM200B	ortholog_one2one	ENSG00000253304	1	91.1972
Cyp2c39					
Tmem201	TMEM201	ortholog_one2one	ENSG00000188807	1	83.4337
Fryl	FRYL	ortholog_one2one	ENSG00000075539	1	94.6791
Gm8367					
Cyp2c67					
C230029F24Rik					
Gm6757					
Gm3605					
Gm28388					
Gm8384					
1700047N06Rik					
Gm8391					
Gm54883					
Gm18916					
Arsj	ARSJ	ortholog_one2one	ENSG00000180801	1	89.9666
Gm29665					
Cdh9	CDH9	ortholog_one2one	ENSG00000113100	1	90.9898
Gm20118					
Cyp2c68					
Gm54885					
Gm28321					
Rgs8	RGS8	ortholog_one2one	ENSG00000135824	1	98.3333
Gm43327					
Gm20568					
Arfip1	ARFIP1	ortholog_one2one	ENSG00000164144	1	92.4933
Cyp2c40					
Trmt10c	TRMT10C	ortholog_one2one	ENSG00000174173	1	73.6715
Gm49128					
Gm54580					
Gm2638					
Gm22422					
Gm54581					
Gm18532					
Frmd4a	FRMD4A	ortholog_one2one	ENSG00000151474	1	94.2418
Klhl22	KLHL22	ortholog_one2one	ENSG00000099910	1	94.6372
Gm24713					
Mapk11	MAPK11	ortholog_one2one	ENSG00000185386	1	97.2527
Cryz	CRYZ	ortholog_one2one	ENSG00000116791	1	80.6646
Slc25a33	SLC25A33	ortholog_one2one	ENSG00000171612	1	91.5625
Cyp2c69					
Capg	CAPG	ortholog_one2one	ENSG00000042493	1	92.5501
Gm8318					
Gm49138					
Gm49139					
Gm49140					
Scarf2	SCARF2	ortholog_one2one	ENSG00000244486	1	87.515
C030047K22Rik					
Gm13065					
Gm13064					
Gm55098					
Gm55099					
St3gal1	ST3GAL1	ortholog_one2one	ENSG00000008513	1	82.1958
Spsb1	SPSB1	ortholog_one2one	ENSG00000171621	1	98.5348
Gm49941					
Gm47471					
Gm49939					
Gm18961					
Gm49943					
Cyp2c71-ps					
Gm49940					
Gm4510					
Gm49942					
Cyp2c37					
Mir5709					
Gm54965					
Gm47081					
Lrrc30	LRRC30	ortholog_one2one	ENSG00000206422	1	88.6667
Gm18705					
Gm47965					
Gm47083					
Mir378d					
Gm47084					
Lama1	LAMA1	ortholog_one2one	ENSG00000101680	1	76.0947
Gm47091					
Gm24179					
Atp23	ATP23	ortholog_one2one	ENSG00000166896	1	80.4878
Cyp2c54					
Gm6333					
H6pd	H6PD	ortholog_one2one	ENSG00000049239	1	83.7769
Gm23748					
Slc35f2	SLC35F2	ortholog_one2one	ENSG00000110660	1	89.6
Ctdsp2	CTDSP2	ortholog_one2one	ENSG00000175215	1	94.8148
Cyp2c50					
Zfp520-ps					
Fam246a	FAM246C	ortholog_one2many	ENSG00000286025	0	34.4828
Fam246a	FAM246B	ortholog_one2many	ENSG00000286175	1	71.5517
Fam246a	FAM246A	ortholog_one2many	ENSG00000286102	1	71.5517
Gm49408					
Car15					
Gm49409					
Cdh10	CDH10	ortholog_one2one	ENSG00000040731	1	96.8274
Gm22836					
Gm24393	RNU6-1201P	ortholog_one2one	ENSG00000206954	0	74.2268
Sln					
Mir34a	MIR34A	ortholog_one2one	ENSG00000284357	1	77.451
Gm37795					
Gm29529					
Gpr157	GPR157	ortholog_one2one	ENSG00000180758	1	86.0606
5530400K19Rik					
Gm27249					
Gm16380					
Tmeff2	TMEFF2	ortholog_one2one	ENSG00000144339	1	98.9305
Irak1bp1	IRAK1BP1	ortholog_one2one	ENSG00000146243	1	82.6255
Gm25790	RNU6-3P	ortholog_one2many	ENSG00000207041	0	100
Ctxnd1	CTXND1	ortholog_one2one	ENSG00000259417	1	100
Mir26a-2	MIR26A2	ortholog_one2one	ENSG00000207789	1	91.6667
Mir546					
Gm18043					
Gm53001					
Gm25884					
Gm4800					
Slc2a5	SLC2A5	ortholog_one2one	ENSG00000142583	1	82.8343
Gm3523					
Gm55053					
Gm31822					
Gm45174					
Avil	AVIL	ortholog_one2one	ENSG00000135407	1	89.4994
Gm44928					
Gm20518					
Fah	FAH	ortholog_one2one	ENSG00000103876	1	88.7828
Tnfaip8l3	TNFAIP8L3	ortholog_one2one	ENSG00000183578	1	90.6863
Senp7	SENP7	ortholog_one2one	ENSG00000138468	1	71.3597
Cyp19a1	CYP19A1	ortholog_one2one	ENSG00000137869	1	79.3241
Rgs16	RGS16	ortholog_one2one	ENSG00000143333	1	85.0746
Arhgap28	ARHGAP28	ortholog_one2one	ENSG00000088756	1	84.7737
Cyp2c70					
Slc2a7	SLC2A7	ortholog_one2one	ENSG00000197241	1	73.7143
Gm42572					
Gm42571					
Gm17207					
Kpna7	KPNA7	ortholog_one2one	ENSG00000185467	1	59.4231
Gm28322					
Gm54895					
Gm28319					
Gm28320					
Gm29325					
Gldn	GLDN	ortholog_one2one	ENSG00000186417	1	86.7031
Cavin2	CAVIN2	ortholog_one2one	ENSG00000168497	1	84.2105
Whrn	WHRN	ortholog_one2one	ENSG00000095397	1	87.3638
Gm5253					
Gm8328					
Gm18533					
Tjp1	TJP1	ortholog_one2one	ENSG00000104067	1	92.2849
Rnasel	RNASEL	ortholog_one2one	ENSG00000135828	1	64.4898
Gm49160					
Gm49161					
Gm8341					
Gm49166					
Gm18741					
Polr2d-ps1					
Gm49176					
Gm25976					
Gm37815					
Gm19207					
Gm49178					
Gm49685					
Gm5827					
Zfat	ZFAT	ortholog_one2one	ENSG00000066827	1	88.5206
Gm16470					
Pdlim1	PDLIM1	ortholog_one2one	ENSG00000107438	1	89.2966
Phip	PHIP	ortholog_one2one	ENSG00000146247	1	94.8929
Dlx6	DLX6	ortholog_one2one	ENSG00000006377	1	96.2963
Gm54721					
Gpr151	GPR151	ortholog_one2one	ENSG00000173250	1	76.7773
Sorbs1	SORBS1	ortholog_one2one	ENSG00000095637	1	55.814
Gm50214					
Gm50213					
Ppp2r2b	PPP2R2B	ortholog_one2one	ENSG00000156475	1	88.4232
Arfgef1	ARFGEF1	ortholog_one2one	ENSG00000066777	1	97.454
Gm42734					
Gm43563					
Gm4871					
Dnai7	DNAI7	ortholog_one2one	ENSG00000118307	1	66.7123
Gm43562					
Gm43561					
Gm8365					
1700018F24Rik					
Nedd1	NEDD1	ortholog_one2one	ENSG00000139350	1	85.4545
Hfm1	HFM1	ortholog_one2one	ENSG00000162669	1	76.9177
Gm38139					
Gm37240					
Gm8813					
Gm38241					
Tigd4	TIGD4	ortholog_one2one	ENSG00000169989	1	84.9902
Tmem154	TMEM154	ortholog_one2one	ENSG00000170006	1	65.1934
Ist1	IST1	ortholog_one2one	ENSG00000182149	1	95.5801
Gm10240					
Gm54624					
Gm18723					
Gm49682					
Plxnb2	PLXNB2	ortholog_one2one	ENSG00000196576	1	87.405
Dgcr2	DGCR2	ortholog_one2one	ENSG00000070413	1	93.2605
Erich3	ERICH3	ortholog_one2one	ENSG00000178965	0	45.9377
1700029H14Rik	C13orf46	ortholog_one2one	ENSG00000283199	0	47.9167
Gm22264					
Gm24241	SNORA79	ortholog_one2one	ENSG00000221303	0	66.8966
Gm8181					
Gm47993					
Stk32a	STK32A	ortholog_one2one	ENSG00000169302	1	90.201
Gm49783					
Tsfm	TSFM	ortholog_one2one	ENSG00000123297	1	85.8025
Ccdc22	CCDC22	ortholog_one2one	ENSG00000101997	1	88.0383
Gm27248					
Ei24	EI24	ortholog_one2one	ENSG00000149547	1	98.2353
Bltp1	BLTP1	ortholog_one2one	ENSG00000138688	1	96.6633
Gm54899					
Gm37569					
Dock10	DOCK10	ortholog_one2one	ENSG00000135905	1	92.9127
Gm55075					
Olfr719-ps					
Ociad1	OCIAD1	ortholog_one2one	ENSG00000109180	1	85.4251
Sesn1	SESN1	ortholog_one2one	ENSG00000080546	1	92.0732
Gm17097					
Gm49944					
Gm44794					
Gm44795					
Tmem200c	TMEM200C	ortholog_one2one	ENSG00000206432	1	74.8823
Gm44792					
BC046251					
Gm49949					
Gm23186					
Gm4828					
Igsf1	IGSF1	ortholog_one2one	ENSG00000147255	1	87.3956
Zfand6	ZFAND6	ortholog_one2one	ENSG00000086666	1	88.3408
Arid1b	ARID1B	ortholog_one2one	ENSG00000049618	1	92.6829
Dpysl3	DPYSL3	ortholog_one2one	ENSG00000113657	1	96.8421
Nup210	NUP210	ortholog_one2one	ENSG00000132182	1	84.4645
Zfp821	ZNF821	ortholog_one2one	ENSG00000102984	1	95.3995
Adra1a	ADRA1A	ortholog_one2one	ENSG00000120907	1	91.8455
